Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,
filename:  cjee0409.csv,,,,,,,,,,,,,,,,,,,,,,
"table #:  9 Justice system expenditure of State governments by activity and character and object, fiscal 2004",,,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2004, NCJ 215648",,,,,,,,,,,,,,,,,,,,,,
data source:  U.S. Bureau of the Census' Criminal Justice Expenditure and Employment Extracts Program (CJEE),,,,,,,,,,,,,,,,,,,,,,
author:  Kristen Hughes,,,,,,,,,,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,
date of version:  11/15/2006,,,,,,,,,,,,,,,,,,,,,,

"Table 9.   Justice system expenditure of State governments by activity and character and object, fiscal 2004",,,,,,,,,,,,,,,,,,,,,,

(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,,

,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,,
,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,Capital outlay,,,
State,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure,Total,Total,Direct current,Capital outlay,Intergovernmental expenditure,Total,Total,Direct current,Total,Construct. only,Intergovernmental expenditure,State

Total,"$66,382,940 ","$61,758,342 ","$59,185,593 ","$2,572,749 ","$4,624,598 ","$10,765,559 ","$9,471,421 ","$8,856,212 ","$615,209 ","$1,294,138 ","$16,303,569 ","$15,323,722 ","$14,778,413 ","$545,309 ","$979,847 ","$39,313,812 ","$36,963,199 ","$35,550,968 ","$1,412,231 ","$1,039,695 ","$2,350,613 ",Total

Alabama,"$749,047 ","$719,042 ","$704,322 ","$14,720 ","$30,005 ","$130,234 ","$106,294 ","$97,400 ","$8,894 ","$23,940 ","$220,870 ","$220,870 ","$219,925 ",$945 ,$0 ,"$397,943 ","$391,878 ","$386,997 ","$4,881 ","$2,406 ","$6,065 ",Alabama
Alaska,"$364,931 ","$360,634 ","$353,618 ","$7,016 ","$4,297 ","$61,681 ","$57,384 ","$55,414 ","$1,970 ","$4,297 ","$126,608 ","$126,608 ","$122,762 ","$3,846 ",$0 ,"$176,642 ","$176,642 ","$175,442 ","$1,200 ",$560 ,$0 ,Alaska
Arizona,"$1,166,176 ","$1,050,944 ","$1,020,112 ","$30,832 ","$115,232 ","$188,754 ","$180,767 ","$162,971 ","$17,796 ","$7,987 ","$186,937 ","$151,330 ","$147,962 ","$3,368 ","$35,607 ","$790,485 ","$718,847 ","$709,179 ","$9,668 ","$2,352 ","$71,638 ",Arizona
Arkansas,"$558,095 ","$557,341 ","$535,443 ","$21,898 ",$754 ,"$79,800 ","$79,612 ","$79,048 ",$564 ,$188 ,"$126,509 ","$126,397 ","$126,124 ",$273 ,$112 ,"$351,786 ","$351,332 ","$330,271 ","$21,061 ","$20,084 ",$454 ,Arkansas
California,"$10,055,795 ","$9,648,779 ","$9,480,658 ","$168,121 ","$407,016 ","$1,273,619 ","$1,183,104 ","$1,151,566 ","$31,538 ","$90,515 ","$2,906,459 ","$2,865,860 ","$2,843,673 ","$22,187 ","$40,599 ","$5,875,717 ","$5,599,815 ","$5,485,419 ","$114,396 ","$76,982 ","$275,902 ",California

Colorado,"$1,023,146 ","$903,360 ","$885,874 ","$17,486 ","$119,786 ","$111,766 ","$99,142 ","$95,989 ","$3,153 ","$12,624 ","$209,670 ","$209,536 ","$203,206 ","$6,330 ",$134 ,"$701,710 ","$594,682 ","$586,679 ","$8,003 ","$2,145 ","$107,028 ",Colorado
Connecticut,"$1,191,776 ","$1,188,727 ","$1,165,777 ","$22,950 ","$3,049 ","$170,905 ","$170,905 ","$163,516 ","$7,389 ",$0 ,"$462,828 ","$462,828 ","$450,978 ","$11,850 ",$0 ,"$558,043 ","$554,994 ","$551,283 ","$3,711 ","$2,328 ","$3,049 ",Connecticut
Delaware,"$399,062 ","$391,939 ","$381,363 ","$10,576 ","$7,123 ","$78,262 ","$75,960 ","$73,241 ","$2,719 ","$2,302 ","$118,018 ","$113,197 ","$111,539 ","$1,658 ","$4,821 ","$202,782 ","$202,782 ","$196,583 ","$6,199 ",$25 ,$0 ,Delaware
Florida,"$3,455,286 ","$3,449,210 ","$3,367,486 ","$81,724 ","$6,076 ","$403,244 ","$402,615 ","$379,890 ","$22,725 ",$629 ,"$867,003 ","$861,556 ","$853,765 ","$7,791 ","$5,447 ","$2,185,039 ","$2,185,039 ","$2,133,831 ","$51,208 ","$41,483 ",$0 ,Florida
Georgia,"$1,746,071 ","$1,663,829 ","$1,625,728 ","$38,101 ","$82,242 ","$241,000 ","$222,518 ","$209,214 ","$13,304 ","$18,482 ","$201,032 ","$183,907 ","$183,062 ",$845 ,"$17,125 ","$1,304,039 ","$1,257,404 ","$1,233,452 ","$23,952 ","$18,749 ","$46,635 ",Georgia

