Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,
Filename:  jeeus1109.csv,,,,,,,,,,,,,,,,,,,,,,
"Table 9.   Justice system expenditure of state governments by activity and character and object, fiscal 2011 (preliminary)",,,,,,,,,,,,,,,,,,,,,,
"Series title:  Justice Expenditure and Employment Extracts 2011, NCJ 247020",,,,,,,,,,,,,,,,,,,,,,
Data source:  Justice Expenditure and Employment Extracts Program (JEE),,,,,,,,,,,,,,,,,,,,,,
Author: Tracey Kyckelhahn,,,,,,,,,,,,,,,,,,,,,,
Refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,
Date of version:  ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Table 9.   Justice system expenditure of state governments by activity and character and object, fiscal 2011 (preliminary)",,,,,,,,,,,,,,,,,,,,,,
(Thousands of dollars),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,Total justice system,,,,,Police protection,,,,,Judicial and Legal,,,,,Corrections,,,,,
,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,Direct expenditure,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Inter-,,,,,Inter-,,,,,Inter-,,,,Capital outlay,,Inter-,
,,,,,govern-,,,,,govern-,,,,,govern-,,,,,,govern-,
,,,Direct,Capital,mental,,,Direct,Capital,mental,,,Direct,Capital,mental,,,Direct,,Construct.,mental,
,Total,Total,current,outlay,expenditure,Total,Total,current,outlay,expenditure,Total,Total,current,outlay,expenditure,Total,Total,current,Total,only,expenditure,State
Total,86017873,80613651,77626358,2987293,5404222,14248537,12857062,12047350,809712,1391475,22602337,21045486,20481602,563884,1556851,49166999,46711103,45097406,1613697,1281316,2455896,Total
State,,,,,,,,,,,,,,,,,,,,,,
Alabama,1037105,972756,952289,20467,64349,183957,155087,148517,6570,28870,290090,285969,282121,3848,4121,563058,531700,521651,10049,7201,31358,Alabama
Alaska,598971,575083,566249,8834,23888,118154,94310,92553,1757,23844,197053,197009,192924,4085,44,283764,283764,280772,2992,1782,0,Alaska
Arizona,1371895,1270914,1218685,52229,100981,240169,229150,209459,19691,11019,225513,176107,173585,2522,49406,906213,865657,835641,30016,14793,40556,Arizona
Arkansas,625364,624965,596734,28231,399,97386,97386,97386,0,0,116542,116542,116542,0,0,411436,411037,382806,28231,28231,399,Arkansas
California,14822279,14491443,13696242,795201,330836,1615837,1597984,1509837,88147,17853,4425862,4365124,4222686,142438,60738,8780580,8528335,7963719,564616,537500,252245,California
,,,,,,,,,,,,,,,,,,,,,,
Colorado,1579773,1416590,1302170,114420,163183,137732,129840,125267,4573,7892,418170,415371,326356,89015,2799,1023871,871379,850547,20832,6321,152492,Colorado
Connecticut,1548206,1538010,1518555,19455,10196,201969,201917,194084,7833,52,648207,648207,643236,4971,0,698030,687886,681235,6651,4363,10144,Connecticut
Delaware,531023,519204,511708,7496,11819,114070,111154,106451,4703,2916,150287,141384,139666,1718,8903,266666,266666,265591,1075,398,0,Delaware
Florida,4583023,4130318,4058846,71472,452705,439294,438913,407536,31377,381,1678712,1226388,1216099,10289,452324,2465017,2465017,2435211,29806,18458,0,Florida
Georgia,2029458,1966891,1858994,107897,62567,298050,285215,261323,23892,12835,269364,255681,255048,633,13683,1462044,1425995,1342623,83372,58744,36049,Georgia
,,,,,,,,,,,,,,,,,,,,,,
Hawaii,422926,415965,401047,14918,6961,31656,31479,30147,1332,177,200240,193456,180329,13127,6784,191030,191030,190571,459,220,0,Hawaii
Idaho,343175,332624,319206,13418,10551,52386,49741,45417,4324,2645,71747,71747,70799,948,0,219042,211136,202990,8146,6694,7906,Idaho
Illinois,2374522,2274326,2243410,30916,100196,440245,401227,384806,16421,39018,420244,359982,358161,1821,60262,1514033,1513117,1500443,12674,6253,916,Illinois
Indiana,1055675,970061,957324,12737,85614,226750,205772,198852,6920,20978,167567,145537,144961,576,22030,661358,618752,613511,5241,2951,42606,Indiana
Iowa,694730,667288,590052,77236,27442,96692,91304,86411,4893,5388,265747,246290,240692,5598,19457,332291,329694,262949,66745,65713,2597,Iowa
